PGF,"Financial Preferred Invesco ETF",18.78,0.01,+0.05%,4,50.0%,50.0%,1,09/29/20
IWS,"Russell Mid-Cap Value Ishares ETF",80.47,-0.71,-0.87%,4,0.0%,100.0%,0,09/29/20
ESPO,"Vaneck Vectors Video Gaming and Esports ETF",61.14,0.05,+0.08%,4,0.0%,100.0%,0,09/29/20
XPH,"S&P Pharmaceuticals SPDR",42.94,-0.09,-0.21%,4,0.0%,100.0%,0,09/29/20
ICF,"Cohen & Steers REIT Ishares ETF",101.66,-0.75,-0.73%,4,25.0%,75.0%,0.33333333333333,"16:01 ET"
DEM,"Wisdomtree EM High Div Fund",34.86,-0.07,-0.20%,4,25.0%,75.0%,0.33333333333333,09/29/20
PEY,"High Yield Equity Dividend Achievers Invesco ETF",14.23,-0.16,-1.15%,4,0.0%,100.0%,0,09/29/20
ONLN,"Proshares Online Retail ETF",62.55,-0.59,-0.93%,4,50.0%,50.0%,1,"16:01 ET"
URE,"Ultra Real Estate Proshares",54.24,-0.85,-1.54%,4,50.0%,50.0%,1,09/29/20
SBIO,"Alps Medical Breakthroughs ETF",41.16,0.3,+0.73%,3,0.0%,100.0%,0,09/29/20
IYJ,"US Industrials Ishares ETF",167.13,-0.69,-0.41%,3,0.0%,100.0%,0,09/29/20
SCHA,"Schwab U.S. Small-Cap ETF",68.11,-0.3,-0.44%,3,33.3%,66.7%,0.5,09/29/20
THD,"Thailand Ishares MSCI ETF",63.73,-0.05,-0.08%,3,0.0%,100.0%,0,09/29/20
EFAV,"EAFE Min Vol Ishares Edge MSCI ETF",68.43,-0.06,-0.09%,3,100.0%,0.0%,0,09/29/20
SPSM,"SPDR Small Cap Portfolio ETF",27.27,-0.19,-0.69%,3,100.0%,0.0%,0,09/29/20
USIG,"Broad USD Investment Gr. Corp Bond Ishares ETF",60.83,-0.05,-0.08%,3,100.0%,0.0%,0,09/29/20
VDC,"Consumer Staples ETF Vanguard",161.6,-1.02,-0.63%,3,0.0%,100.0%,0,09/29/20
FNGS,"Microsectors Fang Etns Due January 8 2038",93.53,0.34,+0.36%,3,0.0%,100.0%,0,09/29/20
IPAY,"Purefunds ISE Mobile Payments ETF",54.46,0.15,+0.28%,3,0.0%,100.0%,0,09/29/20
