PPG,PPG Industries,111.9,0.24,0.21%,18687,0.50%,99.50%,0.005109725,15:07 ET
KGC,Kinross Gold Corp,9.74,-0.13,-1.32%,18475,7.70%,92.30%,0.082942556,15:07 ET
EXPE,Expedia Group Inc,84.3,1.72,2.08%,18437,28.00%,72.00%,0.389060499,15:07 ET
OSTK,Overstock.com Inc,93.16,-0.69,-0.74%,18287,28.10%,71.90%,0.390329202,15:07 ET
SAVE,Spirit Airlines Inc,17.23,0.08,0.47%,18082,28.30%,71.70%,0.395323713,15:07 ET
AMAT,Applied Materials,63.57,-1.3,-2.00%,18050,33.00%,67.00%,0.491735537,15:07 ET
ABBV,Abbvie Inc,92.52,-0.73,-0.78%,18032,43.90%,56.10%,0.782698962,15:07 ET
CCJ,Cameco Corp,10.27,-0.12,-1.15%,17935,6.60%,93.40%,0.070554528,15:06 ET
SHOP,Shopify Inc,1089.73,-4.92,-0.45%,17829,35.30%,64.70%,0.545375748,15:07 ET
MS,Morgan Stanley,49.46,-0.31,-0.62%,17599,60.70%,39.30%,1.546520041,15:06 ET
LVGO,Livongo Health Inc,134.54,6.48,5.06%,17388,25.60%,74.40%,0.343636504,15:07 ET
CHNG,Change Healthcare Inc,13.05,0.67,5.41%,17322,3.80%,96.20%,0.039735894,15:07 ET
NEM,Newmont Mining Corp,70.14,-0.23,-0.33%,17246,29.60%,70.40%,0.421061305,15:07 ET
HL,Hecla Mining Company,6.48,0.06,0.93%,16963,14.70%,85.30%,0.171882556,15:06 ET
HUYA,Huya Inc,27.76,0.7,2.59%,16923,1.00%,99.00%,0.010207736,15:07 ET
TTD,Trade Desk Inc,482.45,-13.54,-2.73%,16742,54.70%,45.30%,1.209873284,15:07 ET
TEVA,Teva Pharmaceutical Industries Ltd,12.19,-0.47,-3.71%,16694,32.70%,67.30%,0.486421512,15:07 ET
APPS,Digital Turbine,21.13,4.84,29.71%,16404,12.30%,87.70%,0.140830378,15:06 ET
AER,Aercap Holdings N.V.,30.18,-0.37,-1.21%,16331,98.50%,1.50%,65.11740891,15:06 ET
TPR,Tapestry Inc,14.17,0.43,3.13%,16270,11.00%,89.00%,0.123618785,15:06 ET
PBI,Pitney Bowes Inc,5.59,0.17,3.14%,15890,62.50%,37.50%,1.666107383,15:07 ET
HD,Home Depot,269.74,2.26,0.84%,15843,30.20%,69.80%,0.431682631,15:07 ET
ADT,ADT Inc,12,-0.78,-6.10%,15794,27.50%,72.50%,0.378786556,15:07 ET
M,Macy's Inc,6.27,-0.13,-2.03%,15452,38.90%,61.10%,0.637211274,15:07 ET
BP,BP Plc,23.28,-0.67,-2.80%,15329,35.50%,64.50%,0.549322822,15:06 ET
SPOT,Spotify Technology S.A.,253.95,4.7,1.89%,15190,21.90%,78.10%,0.280343898,15:07 ET
AZN,Astrazeneca Plc,55.82,-0.13,-0.23%,14856,36.20%,63.80%,0.567584679,15:07 ET
AGNC,American Capital Age,13.61,-0.12,-0.87%,14284,48.70%,51.30%,0.950566708,15:03 ET
NKE,Nike Inc,100.44,-0.5,-0.50%,14255,36.40%,63.60%,0.573052306,15:07 ET
PAAS,Pan Amer Silver Corp,38.05,-1.1,-2.81%,14179,18.00%,82.00%,0.219908802,15:07 ET
SWBI,Smith & Wesson Brands Inc.,25.74,-0.26,-1.00%,14120,17.50%,82.50%,0.212329355,15:07 ET
LOW,Lowe's Companies,150.87,0.61,0.41%,13965,32.50%,67.50%,0.482169391,15:07 ET
BILI,Bilibili Inc ADR,44.09,-1.43,-3.14%,13919,4.70%,95.30%,0.049381785,15:07 ET
PRPL,Purple Innovation Inc,24.25,-0.46,-1.86%,13796,9.90%,90.10%,0.109538363,15:06 ET
AMC,Amc Entertainment Holdings Inc,4.18,0.03,0.72%,13459,50.80%,49.20%,1.033695981,15:06 ET
FLIR,Flir Systems Inc,37.54,-5.29,-12.35%,13417,13.20%,86.80%,0.151970464,15:07 ET
COF,Capital One Financial Corp,63.95,-0.72,-1.11%,13310,76.40%,23.60%,3.23346056,15:06 ET
MAXR,Maxar Technologies Ltd,24.91,4.18,20.16%,13155,17.90%,82.10%,0.217830031,15:07 ET
HTZ,Hertz Global Holdings Inc,1.545,-0.045,-2.83%,13138,14.70%,85.30%,0.171884756,14:54 ET
ENPH,Enphase Energy Inc,71.45,-3.54,-4.72%,13127,37.00%,63.00%,0.586152731,15:07 ET
UPS,United Parcel Service,145.23,0.15,0.10%,13126,31.10%,68.90%,0.451348961,15:07 ET
RTX,Raytheon Technologies Corp.,60.13,0.1,0.17%,13021,20.50%,79.50%,0.258067633,15:07 ET
BIDU,Baidu Inc,125.68,-0.17,-0.14%,13009,22.00%,78.00%,0.28142238,15:07 ET
PDD,Pinduoduo Inc ADR,92.08,-5.38,-5.52%,12980,35.90%,64.10%,0.560471267,15:07 ET
NOW,Servicenow Inc,426.85,-8.89,-2.04%,12934,34.30%,65.70%,0.521110196,15:07 ET
BBBY,Bed Bath & Beyond,12.08,0.31,2.63%,12876,26.40%,73.60%,0.35951853,15:07 ET
X,United States Steel Corp,7.17,-0.15,-2.05%,12769,31.60%,68.40%,0.461820263,15:06 ET
FNKO,Funko Inc Cl A,6.34,0.49,8.38%,12674,10.90%,89.10%,0.1226858,15:06 ET
CAT,Caterpillar Inc,134.16,-0.81,-0.60%,12475,42.60%,57.40%,0.741345617,15:07 ET
UNH,Unitedhealth Group Inc,312,-0.47,-0.15%,12180,28.90%,71.10%,0.406791407,15:07 ET
CLVS,Clovis Oncology Inc,6.3,-0.17,-2.63%,12115,78.00%,22.00%,3.552799699,15:07 ET
HPQ,Hp Inc,18.27,0.3,1.67%,11873,56.50%,43.50%,1.297851751,15:07 ET
TXMD,Therapeuticsmd Inc,1.65,-0.4,-19.51%,11609,5.00%,95.00%,0.052875023,15:07 ET
PLAY,Dave & Buster's Ente,13.35,0.38,2.93%,11441,24.70%,75.30%,0.32834088,15:07 ET
SDC,Smiledirectclub Inc,9,-0.37,-3.95%,11398,27.60%,72.40%,0.380738946,15:05 ET
CVX,Chevron Corp,87.13,-0.07,-0.08%,11377,39.30%,60.70%,0.647885284,15:07 ET
SPG,Simon Property Group,61.75,-0.75,-1.20%,11315,43.70%,56.30%,0.776853015,15:07 ET
PAGS,Pagseguro Digital Ltd Cl A,40.52,1.01,2.56%,11288,2.80%,97.20%,0.029175784,15:07 ET
RIG,Transocean Inc,2.3,-0.18,-7.26%,10970,12.60%,87.40%,0.143661384,15:06 ET
WIX,Wix.com Ltd,314.07,4.48,1.45%,10723,20.40%,79.60%,0.255620609,15:07 ET
VAPO,Vapotherm Inc,32.63,-0.1,-0.31%,10711,14.80%,85.20%,0.174065549,15:07 ET
CHGG,Chegg Inc,84.79,-0.32,-0.38%,10705,22.20%,77.80%,0.285422671,15:07 ET
CHWY,Chewy Inc,57.08,-1.74,-2.96%,10699,41.20%,58.80%,0.700953895,15:07 ET
JMIA,Jumia Technologies Ag ADR,17,0.02,0.12%,10420,13.60%,86.40%,0.15700644,15:04 ET
HMHC,Houghton Mifflin Har,2.92,-0.51,-14.87%,10390,11.20%,88.80%,0.126653654,15:06 ET
OTRK,Ontrak Inc.,57.5,18.17,46.20%,10324,9.00%,91.00%,0.098414725,15:07 ET
EMAN,Emagin Corp,1.475,0.215,17.06%,10292,2.30%,97.70%,0.02367217,15:07 ET
DG,Dollar General Corp,192.58,-2.7,-1.38%,10212,21.80%,78.20%,0.278737791,15:07 ET
EDIT,Editas Medicine,36.7,4.21,12.96%,10075,9.90%,90.10%,0.10933715,15:07 ET
AMRN,Amarin Corp Ads,7.1,0.24,3.50%,10064,11.60%,88.40%,0.131040683,15:06 ET
ORCL,Oracle Corp,55.26,-0.24,-0.43%,9955,56.40%,43.60%,1.29483633,15:07 ET
CLF,Cleveland-Cliffs Inc,5.57,-0.1,-1.76%,9919,15.40%,84.60%,0.18238169,15:05 ET
JBLU,Jetblue Airways Cp,10.82,0.08,0.74%,9771,18.50%,81.50%,0.227358372,15:07 ET
WTRH,Waitr Holdings Inc,4.81,-0.78,-13.95%,9728,10.10%,89.90%,0.112025606,15:07 ET
XLNX,Xilinx Inc,108.78,1.21,1.12%,9724,11.20%,88.80%,0.126375536,15:07 ET
GPRO,Gopro Inc Cl A,5.56,-0.03,-0.54%,9658,38.10%,61.90%,0.6158608,15:04 ET
QRTEA,Qurate Retail Group,11.27,-0.24,-2.09%,9655,4.60%,95.40%,0.048430883,15:06 ET
AIG,American International Group,29.53,-0.65,-2.15%,9650,27.00%,73.00%,0.369182747,15:07 ET
MO,Altria Group,41.57,-0.09,-0.22%,9562,26.60%,73.40%,0.361720308,15:07 ET
CF,Cf Industries Holdings,33.62,0.7,2.13%,9493,7.30%,92.70%,0.078504885,15:06 ET
IDEX,Ideanomics Inc,1.63,0.01,0.62%,9493,5.00%,95.00%,0.052089106,15:05 ET
VSTO,Vista Outdoor Inc,20.93,2.69,14.75%,9321,11.90%,88.10%,0.135599415,15:07 ET
XSPA,Xpresspa Group Inc,4.28,0.06,1.40%,9316,3.20%,96.80%,0.033045021,15:06 ET
BCRX,Biocryst Pharma Inc,3.95,-0.26,-6.18%,9313,16.70%,83.30%,0.201057519,15:07 ET
BLMN,Bloomin' Brands Inc,11.52,0.07,0.61%,9270,20.60%,79.40%,0.258826725,15:07 ET
TRIP,Tripadvisor Inc,21.95,0.86,4.08%,9267,36.00%,64.00%,0.563259109,15:07 ET
FCEL,Fuelcell Energy Inc,2.56,0.03,1.17%,9203,8.50%,91.50%,0.092473884,15:07 ET
MAR,Marriot Int Cl A,90.86,3.59,4.11%,9185,24.30%,75.70%,0.320822548,15:07 ET
NLOK,Nortonlifelock Inc.,21.9,0.12,0.55%,9184,9.10%,90.90%,0.100407381,15:07 ET
KR,Kroger Company,35.01,-0.08,-0.23%,9163,36.40%,63.60%,0.57304721,15:07 ET
CDE,Coeur Mining Inc,8.7,-0.25,-2.79%,9157,8.60%,91.40%,0.094026284,15:07 ET
GBT,Global Blood Ther,64.29,-3.61,-5.32%,9119,1.30%,98.70%,0.013334815,15:06 ET
IQ,Iqiyi Inc ADR,22.95,0.18,0.79%,9109,14.80%,85.20%,0.173537748,15:07 ET
NAK,Northern Dynasty Minerals,1.535,0.105,7.34%,8928,3.30%,96.70%,0.034410845,14:52 ET
PEP,Pepsico Inc,136.1,-0.15,-0.11%,8780,29.70%,70.30%,0.42232302,15:07 ET
VOD,Vodafone Grp Plc Ads,15.43,0.04,0.26%,8774,9.30%,90.70%,0.102954117,15:07 ET
TTWO,Take-Two Interacti,177.02,1,0.57%,8634,42.60%,57.40%,0.741427995,15:07 ET
